分数_Score,公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,创新机构行业分布占比_InnovationInstitutions(%),行业集中度CR8值_CR8IndustryConcentration,周期性行业_PeriodIndustry,劳动力行业分布_LaborIndustryDistribution,高水平人才分布_DistributionOfHighLevelTalents,数据化人才分布_DataTalentDistribution,每股收益(元/股)_BasicEPS,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股净现金流量(元/股)_CFPS,每股企业自由现金流量(元/股)_EntfcfPS,净资产收益率(平均)(%)_AvgROE,资产净利率(%)_ROA,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售毛利率(%)_Gincmrt,销售成本率(%)_Salcostrt,营业利润/营业总收入_OpeprTOR,息税前利润/营业总收入(%)_EBITTOR,营业总成本/营业总收入(%)_TopecostTOR,销售费用率(%)_Opeexprt,管理费用率(%)_Admexprt,财务费用率(%)_Finexprt,资产减值损失/营业总收入_AstimpaTOR,净利润_Netprf,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/净债务(%)_Tanastndb,经营净现金流量/负债合计_NOCFtotlia,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,应收账款周转率(次)_ARTrat,应付账款周转率(次)_AccrPayrat,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售现金比率(%)_Casrtsale,经营现金净流量/经营净收益(%)_NOCFONI,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,价值变动净收益／利润总额(%)_Valchgtprf,营业外收支净额／利润总额(%)_Noopenitprf,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP,RGB_Red,RGB_Green,RGB_Blue,主营业务_MainBusiness,积极新闻舆情_Positive,消极新闻舆情_Nagative,消极/积极_Na/P,消极/中立_Na/Ne,监管确定_RegulatoryCertainty,劳动力流动_LabourMobility,资本流动_CapitalFlow,贸易流量_TradeFlow,全球经济增长地位_GlobalEconomicGrowthPosition,国民经济增长地位_NationEconomicGrowthPosition,法治程度_RuleOfLaw,有形产权_TangiblePropertyRights,无形产权_IntangiblePropertyRights,纠纷调解_DisputeResolution,税收优惠_TaxIncentive,税收负担_TaxBurden
71.5,79319,C002492,珠海恒基达鑫国际化工仓储股份有限公司,1,0.032,0.3991,0,0.478,0.435,0.0219,0.1422,3.0697,0.6286,0.1663,0.1853,0.9156,1.0264,0.267,0.0785,0.041,4.7042,3.3553,4.1497,20.6358,45.2101,54.7899,26.455,29.4797,77.1023,,11.5897,4.3299,0.0187,57583373.58,75046780.45,143690256.4,26.455,36.8937,2.3185,2.3056,1.4965,24.4165,409.5588,528.7265,28.7761,3916.7333,0.3562,0.3505,0.5208,-11.3466,18.5,2.7774,-2.2506,-12.4965,4.6374,-29.2518,-14.0894,3.1805,-0.9319,3.1805,-0.9319,3.1333,92,56.0577,4.2038,,0.5468,0.3242,0.208,0.1626,143.9452,42.4736,185.4926,0.853,31807951.79,108125382.7,-639895573.9,205.8249,143.9452,6.9061,0.4634,71.8669,19.4797,0.0318,,84.0948,15.9052,68.3934,31.6066,80.5203,273735843.6,0.0765,87.7733,87.7733,,2.7086,-1.4096,20.6358,79.1027,88.4925,29.4797,20,145,67,4,0.1818,0.0909,0.0227,0.5,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74.5,81656,C002528,深圳英飞拓科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.1237,3.0516,3.563,0.0897,0.1454,0.0045,0.0392,-0.2469,0.1569,0.2841,4.2206,2.8299,4.0709,3.2699,22.5279,77.4721,2.5186,4.0804,98.8478,8.2753,6.1087,0.7571,1.8669,138801724.5,174265934.8,218038831.6,2.5186,3.7888,2.0866,1.7842,1.2112,48.8159,204.8512,258.8505,78.1325,299.0435,-0.1657,0.0617,-0.1768,1.727,33.05,65.0774,18.2895,9.9281,-33.4189,-934.9762,-12.9419,25.2916,23.5673,25.2916,23.5673,,146,7.162,3.7417,,1.3804,39.3155,1.2987,0.8654,92.0929,-6.9289,-601.3793,1.1675,188094811,-295922977.2,-3260437111,-211.9019,92.0929,-5.9966,0.4824,,32.7331,,,72.1332,27.8668,93.7198,6.2802,67.2669,1818424070,0.0306,32.8354,32.8354,-4.1698,34.1259,28.2239,3.2699,93.1871,85.9955,4.0804,138,3,10,7,0.5445,0.0222,0.0032,0.0408,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
75,82020,C002544,广州杰赛科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.02,3.5853,10.9747,0.0805,0.1999,1.3484,1.5104,0.2023,0.1037,0.7656,0.6622,0.3791,2.0472,0.4054,15.1662,84.8338,0.7338,1.8215,99.971,3.3645,3.7347,1.2805,2.4246,13780660.63,114179143,231144374.1,0.7338,0.7581,1.2416,1.0293,0.9494,241.5902,41.3924,47.7947,285.0043,61.8141,0.0234,0.0798,0.0238,-94.2857,39.81,-80.5679,-81.6807,-88.0173,6.0445,-37.4097,-92.9453,-3.1604,11.801,-3.1604,11.801,-0.2925,214,5.1769,2.4755,,1.0996,9.4472,3.0119,0.9352,104.7884,1.8434,6366.8554,0.6869,59236902.59,115549498.4,698666256,454.737,104.7884,1.724,2.2292,-24.3389,69.9179,,,32.3386,67.6614,98.1081,1.8919,30.0821,1172512629,0.044,4.0974,4.0974,,0.0987,-3.8496,0.4054,57.3688,38.7923,1.8215,13,37,66,6,0.5021,0.0338,0.0056,0.0672,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
65,82654,C002577,深圳雷柏科技股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.03,4.1722,1.6778,0.0075,-0.0996,-0.2965,-0.1775,-0.0778,-0.1157,0.0727,0.684,0.5982,-5.9615,1.6467,19.4527,80.5473,0.4492,-5.9347,102.8587,14.5675,6.429,-6.5942,2.0968,8068197.65,-28166106.4,3362739.36,0.4492,0.6946,6.9134,6.0412,3.2865,12.3113,812.259,1271.7675,13.0979,,-0.1515,0.0161,-0.1659,-57.1429,-1.74,-81.8206,-74.0312,-31.728,-148.8562,-7069.8523,-57.3017,0.1078,0.8065,0.1078,0.8065,,169,3.599,5.1803,,0.5436,1.7365,0.4023,0.3632,109.3028,-4.6369,,1.3867,-32722176.38,-22006836.09,-2015645422,-281.583,109.3028,-1.6843,0.3118,,11.0766,,,92.7101,7.2899,91.2989,8.7011,88.9234,784477678,0.0108,-433.4295,-433.4295,0.829,81.0223,31.8934,1.6467,249.6714,,-5.9347,53,200,234,4,0.5623,0.0326,0.0082,0.058,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74.5,118465,C002579,惠州中京电子科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.22,2.7107,4.725,0.2942,0.3832,0.6903,0.7614,0.3581,-0.2726,-0.5695,8.1884,4.2043,9.7273,5.3122,20.4794,79.5206,6.2267,8.1104,95.1232,2.1306,6.5461,1.943,0.5892,81557970.86,142850818.9,233054450,6.2267,6.7727,0.9968,0.733,0.7129,157.6508,63.4313,82.3378,230.5461,68.3519,0.0838,,0.1068,266.6667,44.93,209.5079,233.1058,294.0608,68.1713,235.4086,233.6627,2.9443,67.9692,2.9443,67.9692,5.1754,157,5.2109,4.0715,,1.7449,2.1048,1.7684,0.7914,85.4726,7.5787,155.4026,2.1542,-101619990.1,133486947.8,-276081197.7,142.6663,85.4726,5.9981,0.3174,54.2935,57.0981,,,45.1567,54.8433,78.471,21.529,42.9019,-4034262.13,0.2865,79.8836,79.8836,4.4023,0.1269,-1.9949,5.3122,87.0151,75.2732,8.1104,240,140,36,2,0.4021,0.0534,0.0267,0.1328,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74,77025,C002583,海能达通信股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.26,3.3281,3.7745,0.2783,0.3993,0.8068,0.8966,0.0527,-0.3459,0.0743,8.1057,3.2997,6.2125,6.8758,47.3042,52.6958,7.3722,10.5782,96.3483,14.9645,10.8544,3.4269,2.478,476805597.4,733550142.8,1181446307,7.3722,9.1045,1.1713,0.8732,0.7941,144.8228,69.0499,80.0499,695.4106,19.4851,0.0109,2.1992,0.0151,85.7143,40.93,109.5165,109.7747,94.7238,148.4294,139.8058,79.9363,8.2185,7.4675,8.2185,7.4675,7.3007,362,2.0204,1.9529,,0.9506,4.809,1.1789,0.4799,89.0372,1.3964,38.2394,4.0012,-635543108.5,96832040.93,-943920764.6,20.3085,89.0372,0.6701,0.4556,86.5139,59.1531,0.0626,0.0666,44.4598,55.5402,72.6317,27.3683,40.8469,1102026861,0.3963,48.9478,48.9478,,0.2041,1.1808,6.8758,92.1648,70.5254,10.5782,95,92,94,9,0.6458,0.0347,0.0039,0.0537,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
75.5,151325,C002587,深圳市奥拓电子股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.29,2.0506,2.5409,0.3319,0.3389,0.6939,0.7702,0.3115,0.2233,0.3347,14.8974,9.0727,14.3552,11.7132,33.5187,66.4813,13.0638,13.336,88.0776,9.2838,4.5293,-0.2424,1.7534,179662312.2,209824629.9,229836015.9,13.0638,16.3779,1.8989,1.6539,1.4012,76.816,130.1813,161.0944,96.0868,312.6266,0.1978,0.0278,0.2027,31.8182,75.08,46.7157,46.1467,40.2755,64.0749,1961.7287,22.4291,11.161,26.5207,11.161,26.5207,10.6118,237,4.5023,2.2867,,1.0024,9.6591,1.3046,0.7746,81.1744,12.2613,102.8423,1.1327,138260989,192916089.6,-556713328.5,104.6791,81.1744,9.4972,0.7408,65.7724,42.9843,,,61.6997,38.3003,97.5612,2.4388,57.0157,855347141.9,0.0184,90.936,90.936,,1.3056,0.3587,11.7132,89.3403,98.3116,13.336,117,116,117,3,0.5432,0.0124,0.0041,0.0228,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
76,153310,C002600,广东领益智造股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-0.1,1.443,3.2965,-0.0885,-0.0554,0.204,0.2074,0.2245,0.1341,-0.1319,-9.7444,-4.0327,-4.6767,-3.3141,20.1793,79.8207,-2.6837,-1.6794,99.813,1.3953,3.7267,1.0936,8.0274,-679896383.5,-377854796.6,491939532.9,-2.6837,-3.2671,1.084,0.8632,0.8005,123.8789,80.724,92.3547,179.2017,78.7104,0.1256,0.8014,0.134,-126.3158,66.56,-130.5569,-131.5906,-144.2312,391.8536,73.8598,-116.845,139.891,129.0506,139.891,129.0506,,127,8.2569,4.293,,2.3699,5.5411,3.2247,1.4159,106.8607,6.8103,3641.9221,1.6791,915471775.5,1532292457,-1242416775,,106.8607,9.643,0.2254,,55.152,0.002,,48.0127,51.9873,93.6917,6.3083,44.848,960399395.1,0.0776,,,,,,-3.3141,,,-1.6794,253,123,35,9,0.1449,0.1788,0.0199,1.234,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
74,81832,C002609,深圳市捷顺科技实业股份有限公司,3,0.06,0.3287,1,0.0289,0.1273,0.3986,0.15,2.9753,1.3578,0.1517,0.0994,0.5165,0.6756,-0.0228,-0.5641,0.1875,4.462,3.7221,2.6933,10.6875,42.688,57.312,11.1748,7.3231,92.6356,21.4216,11.2943,-4.6315,-0.0705,94596496.72,66170884.51,98348665.95,11.1748,13.8976,3.6304,3.3833,3.2941,25.6226,390.2805,581.4794,32.0521,,-0.03,0.0083,-0.0306,-53.125,11.55,-56.5047,-54.2489,-54.2746,30.7142,-147.0443,-48.3067,-12.3934,-2.7689,-12.3934,-2.7689,-8.7498,222,4.3757,2.5762,,0.4669,8.2577,0.4262,0.3483,103.9458,-1.6818,-22.8373,2.7265,-375410991.1,-15196805,414726415.2,-15.7365,103.9458,-0.5857,1.8603,-204.7772,19.8324,,,85.326,14.674,97.8597,2.1403,80.1676,1305915855,0.0053,62.0523,62.0523,-1.1269,-0.1677,5.8414,10.6875,90.0524,162.0625,7.3231,29,94,167,3,0.7545,0.0182,0.0061,0.0241,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
66,157456,C002618,深圳丹邦科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.05,3.1317,0.6271,0.0473,0.1201,0.7583,0.8349,0.3896,-0.1248,-0.1649,1.4912,1.0146,2.6309,7.397,41.1609,58.8391,7.5408,19.1575,94.8492,1.6777,14.7753,10.1173,1.6483,25415213.78,65822734.08,215891959,7.5408,8.8344,0.88,0.6273,0.5917,40.987,243.9797,251.5956,46.3304,232.214,0.3035,,0.4851,0,-6.4,-16.943,-15.35,0.164,-3.7596,0.401,-1.1809,1.3667,-6.6232,1.3667,-6.6232,1.3396,353,2.4376,1.7526,,0.8241,0.2415,0.2016,0.1372,80.757,62.1341,1206.3044,0.2824,-68400188.91,213484373.8,44722218.91,839.9865,80.757,8.5224,0.0516,89.2206,29.0715,0.1033,,71.5582,28.4418,62.5707,37.4293,70.9285,-52804885.61,0.1534,68.264,68.264,,0,0.0606,7.397,98.0339,39.386,19.1575,251,13,27,4,0.2969,0.0937,0.0234,0.3156,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
69,169819,C002654,深圳万润科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-1.2946,2.2294,5.0709,-1.0459,-1.1767,-0.7853,-0.75,0.1044,-0.0871,0.0487,-49.1685,-25.1448,-36.9474,-24.3591,14.1246,85.8754,-20.6262,-23.2044,120.7831,2.8056,4.1158,0.7244,23.3341,-1134077331,-1062069953,-976045810.4,-20.6262,-25.4962,1.2978,1.2108,1.0335,122.2925,81.7712,101.5408,299.8654,51.4536,0.0383,0.9397,0.049,-885.0819,76.04,-648.9355,-719.989,-890.6512,38.9808,112.6405,-1176.7037,-22.6268,5.8879,-22.6268,5.8879,,109,23.868,3.8148,,1.9892,8.1098,1.9844,1.0323,93.2238,2.0578,,1.2744,-78658412.88,94187612.74,-1298907788,,93.2238,2.1242,0.3382,,53.9567,0.0642,,50.3823,49.6177,78.1348,21.8652,46.0433,572615681.2,0.2562,,,,,,-24.3591,,,-23.2044,18,118,186,4,0.3182,0.0606,0.0152,0.1904,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
76,169996,C002660,茂硕电源科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-0.93,2.0243,4.8766,-0.9671,-0.9224,-0.5689,-0.4757,0.2838,-0.2737,1.0029,-36.3845,-14.5562,-26.6257,-20.4172,18.9627,81.0373,-19.8325,-18.9147,120.1668,6.5581,5.3008,0.9371,21.3259,-255760999.2,-253035813.8,-204915726.2,-19.8325,-21.6616,0.943,0.8162,0.7596,206.7727,48.3623,53.3374,241.5611,62.645,0.0678,,0.0709,-1960,13.2,-1289.4969,-1092.0975,-1193.7186,102.6949,-61.0682,-3098.2683,-34.7109,-16.7471,-34.7109,-16.7471,,183,6.3328,2.8386,,1.2208,2.7231,1.9031,0.7129,94.7979,5.8189,,0.4154,-75080436.06,77843793.97,-212712304,,94.7979,4.1485,0.4369,,67.3483,,,34.7844,65.2156,95.6203,4.3797,32.6517,-62530196.18,0.0903,,,,,,-20.4172,,,-18.9147,230,18,39,5,0.3636,0.0568,0.0114,0.1562,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
75,170436,C002681,深圳市奋达科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-0.37,2.5318,1.6204,-0.3534,-0.3312,0.228,0.2962,0.2842,0.1105,0.4777,-13.6985,-9.4915,-11.2775,-23.3657,17.9503,82.0497,-21.8117,-20.4367,124.2828,1.8378,3.96,1.0179,29.0386,-779822221.3,-683710813.4,-478674759,-21.8117,-24.2282,1.4146,1.165,1.0882,47.0606,212.4922,232.0749,120.508,151.9128,0.2385,0.8907,0.3266,-254.1667,24.72,-245.628,-242.9185,-275.8817,46.4049,67.4765,-307.2433,-15.1165,-12.4344,-15.1165,-12.4344,,215,4.3004,2.7342,,1.1738,3.2575,0.5877,0.4062,117.433,17.5386,,2.7654,228108984.8,586753289.9,-3895621594,,117.433,7.1244,0.3812,,31.9903,0.0247,0.0511,69.8863,30.1137,73.0305,26.9695,68.0097,744903487.9,0.1269,,,,,,-23.3657,,,-20.4367,24,18,18,6,0.3286,0.1,0.0167,0.3043,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
75.5,170412,C002711,欧浦智网股份有限公司,1,0.032,0.3991,0,0.478,0.435,0.0219,-3.96,-2.3942,4.629,-1.7352,-3.8323,-3.4926,-3.4024,0.0426,-0.1187,-0.7952,,-187.1948,-1086.2557,-85.2272,4.2104,95.7896,-37.4854,-82.7885,141.8784,0.4419,1.1298,1.0703,42.5873,-4179404492,-4047180426,-4010367131,-37.4854,-85.1673,0.2837,0.263,0.1365,,-76.5948,-303.9907,-118.7331,,0.0136,,0.0444,-2080,40.34,-705.4982,-1444.6592,-1852.0926,10.794,151.5684,-87.0103,-253.1509,-76.6618,-253.1509,-76.6618,,28,31.6798,20.8923,,3.6549,20.9098,,2.1964,103.2954,0.9202,,0.0981,-125359797,44984131.08,-3093979909,,103.2954,2.0211,0.0291,,391.9121,0,,,,30.6957,69.3043,-291.9121,-725803068.7,,,,,,,-85.2272,,,-82.7885,11,87,159,4,0.0465,0.2907,0.0727,6.2516,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
77.5,159153,C002745,木林森股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.6,7.4889,14.056,0.8088,0.958,1.8973,2.1055,0.2311,1.4396,0.5726,9.3287,2.8581,7.1484,4.0548,26.005,73.995,5.7544,6.8154,99.0638,12.7264,4.0669,2.6902,1.0762,720364452.9,1223490351,2761055225,5.7544,5.3911,1.0528,0.7827,0.6775,234.4215,42.6582,54.8476,448.475,45.7045,0.0132,4.929,0.0166,-4.7619,66.61,26.5615,11.7703,7.6289,50.6983,-72.8855,-33.7648,62.678,69.5645,62.678,69.5645,7.8808,142,4.1416,6.5193,,1.267,2.8274,2.3248,0.7049,98.3993,1.6439,175.5939,1.2892,1838625597,295113952.8,-2737533808,40.543,98.3993,1.1587,2.2581,63.6546,69.9774,0.0494,0.0062,35.4204,64.5796,79.3361,20.6639,30.0226,939971212.5,0.4816,18.5773,18.5773,3.2,4.388,-14.1853,4.0548,80.4592,73.9432,6.8154,15,83,238,5,0.3721,0.1163,0.0233,0.3126,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
72.5,171830,C002766,深圳市索菱实业股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,-0.74,3.1408,3.3917,-0.8493,-0.4811,-0.1081,0.0062,-2.4208,-1.6917,-0.9866,-20.9329,-8.4501,-6.1263,-21.9259,21.7725,78.2275,-25.041,-14.1854,124.9474,3.8661,8.4275,9.7951,14.6113,-313971929.4,-202915731.2,-132133707.1,-25.041,-24.3465,1.3177,1.185,0.4998,203.9855,49.0231,51.7412,477.5914,23.138,-0.3779,0.7944,-0.4732,-7500,20.95,-1844.4987,-1883.4084,-8045.8292,20.2442,-219.1354,-17001.5152,-20.9262,-0.1531,-20.9262,-0.1531,,305,3.1323,1.8881,,0.5082,3.4766,0.9537,0.3532,98.0573,-71.3739,,0.1582,-713462768.1,-1020974311,57942831.17,,98.0573,-25.211,0.2491,,66.7729,,0.1201,34.0983,65.9017,79.8492,20.1508,33.2271,685388764.1,0.4049,,,,,,-21.9259,,,-14.1854,56,162,192,3,0.0862,0.2845,0.0948,3.3005,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
68.5,170435,C002782,深圳可立克科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.1995,1.9534,2.567,0.2211,0.2415,0.7217,0.8138,0.0634,0.0613,0.3318,10.213,7.5924,9.6042,7.7727,23.4409,76.5591,8.6111,9.4061,91.9221,4.2611,6.9308,-1.1638,1.006,84999183.98,102860735.4,128493007.6,8.6111,10.8433,2.7891,2.3165,1.994,31.2545,319.9544,2144.0216,33.9231,,0.1038,0.0087,0.1055,47.997,13.7,66.6553,56.8421,48.0271,-2.5679,-66.7139,48.0619,-0.0241,-4.757,-0.0241,-4.757,5.0938,137,7.0583,4.186,4.6853,1.4348,5.7674,1.314,0.9768,103.3253,2.4697,30.5736,0.6479,26130667.42,27007556.92,-375899318,31.7739,103.3253,2.4124,0.3701,49.8819,23.8121,,,95.5437,4.4563,98.4634,1.5366,76.1879,458182429,0.0048,86.0364,86.0364,-0.1287,1.5207,8.284,7.7727,82.7863,99.8175,9.4061,218,63,32,1,0.4091,0.0455,0.0455,0.1112,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
70.5,170602,C002792,广东通宇通讯股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.2,8.6255,5.6159,0.2994,0.1635,3.8493,4.3193,0.0946,-0.661,-1.1837,2.3062,1.7397,1.5167,4.0182,27.829,72.171,5.3318,2.911,97.7892,9.143,8.0532,-2.3266,0.8849,44424493.27,36820277.7,89248711.62,5.3318,5.7942,2.8654,2.3972,2.27,43.5303,229.7253,276.1877,47.4767,,0.0252,0.0422,0.0272,-59.1837,-1.63,-50.8088,-53.4646,-55.0439,71.0151,-41.5435,-60.4893,1.7152,-4.4057,1.7152,-4.4057,2.1214,305,2.4499,2.2731,,0.5398,3.8854,0.6566,0.433,110.9268,1.685,76.2164,2.3786,-148878759,21312731.54,-71695885.89,41.9342,110.9268,0.7296,3.7686,79.7205,29.6145,,,73.4175,26.5825,92.7008,7.2992,70.3855,1462368928,0.0307,43.8365,43.8365,,3.6798,-5.7213,4.0182,79.6737,173.248,2.911,20,77,143,4,0.6618,0.0294,0.0074,0.0444,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
63,176170,C002806,广东华锋新能源科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.54,7.1507,3.6878,0.5171,0.5684,1.4576,1.5725,0.4401,0.3289,0.0966,9.5726,6.5727,8.7964,12.1679,26.18,73.82,14.0227,15.4132,88.168,3.3891,7.179,1.2831,0.1687,78149375.22,100176429,130463397.7,14.0227,16.5583,1.3314,1.077,1.0206,40.9362,244.2823,280.8912,117.8657,121.4318,0.1504,0.3356,0.1671,157.1429,29.44,205.7062,193.355,179.4892,2.3906,68.1981,-18.9449,238.2879,185.0727,238.2879,185.0727,17.3988,193,5.5512,2.7909,,1.3828,2.56,0.7961,0.5402,55.8286,11.9349,100.8698,2.8151,57970005.73,77569749.79,-27093156.25,98.0854,55.8286,6.4468,0.4916,81.9587,28.9581,0.0038,,73.7458,26.2542,89.9909,10.0091,71.0419,153852419,0.0408,83.4079,83.4079,,0,1.1495,12.1679,85.7756,92.0361,15.4132,243,15,27,8,0.1818,0.1364,0.0171,0.7503,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
63,177446,C002813,深圳市路畅科技股份有限公司,2,0.192,0.497,1,0.4234,0.1414,0.1184,0.14,5.5817,6.3082,0.0691,0.3355,2.504,2.8588,-2.0078,-1.6919,-0.0781,2.5539,0.7154,4.3636,1.5362,14.629,85.371,1.0946,5.3191,129.3368,10.5409,6.0696,5.667,12.5124,16953434.63,40264226.95,82666369.7,1.0946,1.1472,1.3,0.9464,0.5919,143.6427,69.6172,75.3316,170.8066,76.3041,-0.2504,0.0571,-0.2547,-30,-0.93,-70.383,-66.5863,-52.2284,-21.8261,-51.4285,-32.1257,1.816,0.6163,1.816,0.6163,1.3924,352,1.7373,2.48,,0.6499,3.8107,1.1403,0.4657,83.1486,-31.8293,,0.3961,-203022251,-240941136.9,-903709915.1,-2071.898,83.1486,-14.8223,0.283,78.7654,59.0066,,,42.9652,57.0348,98.3159,1.6841,40.9934,283793332,0.0242,-2375.5334,-2375.5334,-23.6022,2394.7589,11.3627,1.5362,124.3963,23.2175,5.3191,141,190,47,3,0.4191,0.0476,0.0159,0.1136,0.63,1,0.64,0.85,1.6,0.73,0.52,0.69,0.95,0.7,0.33,0.802
