公司代码()_CompanyCode,上市公司代码_Comcd,最新公司全称_Lcomnm,行业_Industry,A股股票代码_A_Stkcd,B股股票代码_B_Stkcd,H股股票代码_H_stkcd,上市标识_Lstflg,截止日期_Enddt,报表类型_Reporttype,每股收益(元/股)_BasicEPS,稀释每股收益(元/股)_DilutEPS,每股收益(期末股本摊薄)(元/股)_EPS,每股收益(TTM)(元/股)_EPSTTM,每股净资产(元/股)_NAPS,每股营业总收入(元/股)_ToloperevPS,每股营业收入(元/股)_MincmPS,每股营业收入(TTM)(元/股)_MincmPSTTM,每股营业利润(元/股)_OpeprfPS,每股息税前利润(元/股)_EBITPS,每股资本公积金(元/股)_CapsurfdPS,每股盈余公积金(元/股)_SurrefdPS,每股公积金(元/股)_AccumfdPS,每股未分配利润(元/股)_UndivprfPS,每股留存收益(元/股)_RetearPS,每股经营活动现金流量(元/股)_OpeCFPS,每股经营活动现金流量(TTM)(元/股)_OpeCFPSTTM,每股净现金流量(元/股)_CFPS,每股净现金流量(TTM)(元/股)_CFPSTTM,每股企业自由现金流量(元/股)_EntfcfPS,每股股东自由现金流量(元/股)_ShrhfcfPS,净资产收益率(平均)(%)_AvgROE,净资产收益率(加权)(%)_WROE,净资产收益率(摊薄)(%)_ROE,净资产收益率(扣除，摊薄)(%)_ROEcut,净资产收益率(扣除，加权)(%)_WROEcut,净资产收益率(TTM)(%)_ROETTM,资产报酬率(%)_ROAEBIT,资产报酬率(TTM)(%)_ROAEBITTTM,资产净利率(%)_ROA,资产净利率(TTM)(%)_ROATTM,投入资本回报率(%)_ROIC,销售净利率(%)_Netprfrt,销售净利率(TTM)(%)_NetprfrtTTM,销售毛利率(%)_Gincmrt,销售毛利率(TTM)(%)_GincmrtTTM,销售成本率(%)_Salcostrt,销售期间费用率(%)_Pdcostrt,销售期间费用率(TTM)(%)_PdcostrtTTM,净利润/营业总收入_NprTOR,净利润/营业总收入(TTM)_NprTORTTM,营业利润/营业总收入_OpeprTOR,营业利润/营业总收入(TTM)_OpeprTORTTM,息税前利润/营业总收入(%)_EBITTOR,息税前利润/营业总收入(TTM)(%)_EBITTORTTM,营业总成本/营业总收入(%)_TopecostTOR,营业总成本/营业总收入(TTM)(%)_TopecostTORTTM,销售费用率(%)_Opeexprt,销售费用率(TTM)(%)_OpeexprtTTM,管理费用率(%)_Admexprt,管理费用率(TTM)(%)_AdmexprtTTM,财务费用率(%)_Finexprt,财务费用率(TTM)(%)_FinexprtTTM,资产减值损失/营业总收入_AstimpaTOR,资产减值损失/营业总收入(TTM)_AstimpaTORTTM,净利润_Netprf,扣除非经常性损益后的净利润_Netprfcut,息税前利润_EBIT,息税折旧摊销前利润_EBITDA,营业利润率(%)_Opeprfrt,成本费用利润率(%)_Totprfcostrt,流动比率(%)_Currt,速动比率(%)_Qckrt,超速动比率(%)_Supqckrt,产权比率(%)_Dbequrt,股东权益/负债合计_Equtotlia,股东权益/带息债务(%)_Equintdb,有形净值债务率(%)_Dbtanequrt,有形净值/带息债务(%)_Tanastintdb,有形净值/净债务(%)_Tanastndb,息税折旧摊销前利润/负债合计_EBITDAtotlia,经营净现金流量/负债合计_NOCFtotlia,经营净现金流量/带息债务_NOCFintdb,经营净现金流量/流动负债_NOCFtotcurlia,经营净现金流量/净债务_NOCFndb,利息保障倍数_Intcvr,长期负债与营运资金比率(NULL)_Ldbwrkcap,现金流动负债比_OpeCcurdb,每股收益增长率(%)_EPSgrrt,稀释每股收益增长率(%)_DilutEPSgrrt,营业收入增长率(%)_Opeincmgrrt,营业收入3年复合增长率()_OperaInc3GrRt,营业利润增长率(%)_Opeprfgrrt,利润总额增长率(%)_Totprfgrrt,净利润增长率(%)_Netprfgrrt,归属母公司的净利润增长率(%)_NPPCgrrt,归属母公司的净利润(扣除)增长率(%)_NPPCcutgrrt,归属母公司股东的净利润3年复合增长率()_NetProfShareGrRt,归属母公司的净利润过去五年平均增幅(%)_NPPCavggrrt,经营活动现金流量净额增长率(%)_NOCFgrrt,每股经营活动现金流量增长率(%)_OpeCPSgrrt,净资产收益率(摊薄)增长率(%)_ROAgrrt,净资产增长率(%)_Netassgrrt,总资产增长率(%)_Totassgrrt,每股净资产相对年初增长率(%)_NAPSgrrt,股东权益相对年初增长率(%)_EquYTDgrrt,资产总计相对年初增长率(%)_TotastYTDgrrt,可持续增长率(%)_Susgrrt,营业周期(天/次)_Opecyc,存货周转率(次)_Invtrtrrat,存货周转天数(天/次)_invtrtrday,应收账款周转率(次)_ARTrat,应收账款周转天数(天/次)_ARTday,应付账款周转率(次)_AccrPayrat,应付账款周转天数(天/次)_AccrPayday,流动资产周转率(次)_Currat,固定资产周转率(次)_Fixassrat,股东权益周转率(次)_Equrat,总资产周转率(次)_Totassrat,销售商品劳务收入现金/营业收入(%)_SalesevOpeincm,销售商品劳务收入现金/营业收入(TTM)(%)_SalesevOpeincmTTM,销售现金比率(%)_Casrtsale,销售现金比率(TTM)(%)_CasrtsaleTTM,经营现金净流量/经营净收益(%)_NOCFONI,经营现金净流量/经营净收益(TTM)(%)_NOCFONITTM,资本支出/折旧和摊销_CapexpDM,现金及其等价物净增加额(元)_CCEinc,经营现金净流量(元)_NOCF,销售商品劳务收入现金(元)_Salesevcash,自由现金流量(元)_FreeCF,净利润现金含量(元)_Netprfcascvr,营业收入现金含量(%)_Opeincmcashcvr,总资产现金回收率(%)_OpeCass,每股现金及现金等价物余额(元/股)_CCEPS,每股股利(元/股)_DivPS,股利保障倍数(倍)_Divcvr,现金股利保障倍数(倍)_Cashdivcvr,股利支付率(%)_Divprt,留存盈余比率(%)_Retearrt,资产负债率(%)_Dbastrt,流动资产/总资产(%)_Curtotast,非流动资产/总资产(%)_Noncurtotast,固定资产比率(%)_Fixassrt,无形资产比率(%)_Intanassrt,长期借款/总资产(%)_Ldbass,应付债券/总资产(%)_Bdpayass,股东权益/全部投入资本(%)_Equtotcap,带息债务/全部投入资本(%)_Intdbtotcap,流动负债/负债合计(%)_Curtotlia,非流动负债/负债合计(%)_Noncurtotlia,股东权益比率(%)_Equass,权益乘数(%)_Equmul,营运资金(元)_Wrkcap,长期负债/股东权益_Ldbequ,长期资产适合率(%)_Lassfitass,经营活动净收益／利润总额(%)_OPItprf,经营活动净收益／利润总额(TTM)(%)_OPItprfTTM,对联营合营公司投资收益/利润总额(%)_Invretassoctprf,对联营合营公司投资收益/利润总额(TTM)(%)_InvretassoctprfTTM,价值变动净收益／利润总额(%)_Valchgtprf,价值变动净收益／利润总额(TTM)(%)_ValchgtprfTTM,营业外收支净额／利润总额(%)_Noopenitprf,营业外收支净额／利润总额(TTM)(%)_NoopenitprfTTM,所得税／利润总额(%)_Taxtprf,扣除非经常损益后的净利润／净利润(%)_Nprfcutnprf,权益乘数(杜邦分析)(%)_EqumulDP,归属母公司股东的净利润/净利润(%)_NPPCNPDP,净利润/营业总收入(%)_NPTOIDP,净利润/利润总额(%)_NPTPDP,利润总额/息税前利润(%)_TPEBITDDP,息税前利润/营业总收入(%)_EBITTOIDDP
220270,C300620,珠海光库科技股份有限公司,3,300620,,,A,31/12/18,Q4,0.9082,0.9012,0.8877,0.8877,6.1257,3.2133,3.2133,3.2133,1.0315,0.9727,3.4248,0.2401,3.665,1.8951,2.1353,0.3257,0.3257,0.8695,0.8695,1.5186,1.5713,15.5496,15.71,14.4917,11.6085,12.59,15.5496,12.6347,12.6347,11.7533,9.9208,14.9271,28.1592,28.1592,46.651,46.651,53.349,10.1193,10.1193,28.1592,28.1592,32.1008,32.1008,30.271,30.271,74.4435,74.4435,3.6585,3.6585,11.5563,11.5563,-5.0955,-5.0955,0.7665,0.7665,79917211.68,64017181.05,87567532.31,97531951.47,32.1008,50.6451,2.4527,2.1248,1.6235,48.1439,207.7106,271.5542,62.5143,209.1311,,0.3673,0.1104,0.1444,0.1314,,,0.1309,0.1314,25.0103,24.0468,25.6013,28.15,34.6239,34.5796,35.3204,33.345,34.4263,37.84,28.9172,-57.3955,-58.3504,15.2,15.7504,45.3101,13.14,15.7504,45.3101,13.2316,216,2.6777,134.4437,4.3974,81.8684,,,0.5623,3.6888,0.5629,0.4174,92.882,92.882,10.1354,10.1354,39.6586,39.6586,5.9972,78274923.29,29319397.93,268687380.4,-683401793.5,35.993,92.882,4.2304,2.8314,0.2,4.4225,1.6225,22.6117,77.3884,32.3351,66.6335,33.3665,16.9737,1.6195,,,73.086,26.914,84.0183,15.9817,67.6649,1.4779,324050416.8,0.0764,4.2909,79.5075,79.5075,,,7.0822,7.0822,0.1329,0.1329,12.3953,78.5886,1.3485,98.1078,28.1592,87.6047,106.1858,30.271
251247,C300634,彩讯科技股份有限公司,3,300634,,,A,31/12/18,Q4,0.41,0.41,0.3964,0.3964,3.1107,1.9133,1.9133,1.9133,0.4314,0.4487,1.1735,0.0863,1.2597,0.8521,0.9384,0.1395,0.1395,0.5841,0.5841,-0.6309,-0.3929,15.1818,14.37,12.7417,11.5486,13.03,15.1818,13.3365,13.3365,12.4667,9.955,15.1608,21.9216,21.9216,44.3797,44.3797,55.6203,9.1783,9.1783,21.9216,21.9216,22.5471,22.5471,23.4512,23.4512,80.2271,80.2271,3.2143,3.2143,6.0753,6.0753,-0.1113,-0.1113,2.2286,2.2286,158548636.3,143702534.4,179478096.1,183758014.3,22.5471,36.4164,3.4266,3.3436,3.3049,32.0364,312.1452,420.7469,34.655,388.9538,,0.4608,0.14,0.1887,0.1861,,,0.1359,0.1861,10.8108,10.8108,24.1765,29.67,17.7159,17.8647,20.1149,20.4151,15.1183,32.18,,-44.0531,-49.639,-18.2915,47.3713,67.4897,32.62,47.3713,67.4897,15.8595,152,23.4364,15.3607,2.6318,136.7937,,,0.9122,3.1271,0.7328,0.5687,88.0705,88.0705,7.2901,7.2902,36.8694,36.8694,40.3944,233663091.8,55793307.68,674024880.4,-630772292.4,33.2555,88.0705,4.1459,1.5266,0.08,4.9545,1.7435,20.1836,79.8164,23.6537,60.9546,39.0454,28.2603,2.3135,0.0559,,80.7968,19.2032,75.2054,24.7946,76.3463,1.3098,727474846.5,0.0768,2.4565,83.7931,83.7931,6.4729,6.4729,2.7043,2.7043,4.4507,4.4507,7.1011,85.6537,1.2886,94.5027,21.9216,92.8989,100.6228,23.4512
207865,C300638,深圳市广和通无线股份有限公司,3,300638,,,A,31/12/18,Q4,0.72,0.72,0.7162,0.7162,3.6997,10.3071,10.3071,10.3071,0.7992,0.8521,1.2318,0.1422,1.374,1.453,1.5952,-0.0737,-0.0737,1.392,1.392,1.8461,2.8099,21.2549,21.38,19.3587,16.6774,18.41,21.2549,12.7704,12.7704,10.7345,8.6545,17.437,6.9488,6.9487,23.1944,23.1944,76.8056,6.7217,6.7217,6.9487,6.9487,7.7541,7.7541,8.2667,8.2667,94.5483,94.5483,3.6058,3.6058,2.7805,2.7805,0.3354,0.3354,1.7914,1.7914,86796907.26,74775052.47,103258939.1,112541998.7,7.7541,9.2261,1.6645,1.4741,1.3219,123.6839,80.8512,200.6565,138.3787,179.3483,,0.1995,-0.0161,-0.04,-0.0163,,14.7531,0.019,-0.0163,89.4737,89.4737,121.7453,56.46,103.6247,102.3731,97.9072,97.9072,85.965,35.46,66.4508,92.7286,95.1999,62.5962,21.7166,63.2752,-19.65,21.7166,63.2752,15.338,111,10.4176,34.5572,4.6829,76.8754,5.1036,70.5384,1.7045,71.3374,3.0588,1.5448,91.2922,91.2922,-0.7151,-0.7151,-13.1163,-13.1163,3.1943,168689688,-8931812.61,1140332253,-260820756.8,-10.2905,91.2922,-1.1046,1.9912,0.25,2.8649,-0.2948,34.9058,65.0942,55.2941,90.8849,9.1151,2.1958,1.5305,,,66.7394,33.2606,98.7502,1.2498,44.7059,2.2368,363875397.5,0.0155,11.5767,70.743,70.743,0.2024,0.2024,11.8117,11.8117,-0.6203,-0.6203,9.8306,86.1494,1.98,100,6.9487,90.1694,93.2217,8.2667
202986,C300647,深圳市超频三科技股份有限公司,3,300647,,,A,31/12/18,Q4,0.04,0.04,0.0419,0.0419,2.4265,2.1575,2.1575,2.1575,0.1015,0.1764,1.0208,0.0551,1.0759,0.5024,0.5575,0.1725,0.1725,-0.3213,-0.3213,0.2467,1.023,1.8361,1.91,1.7253,0.0132,0.01,1.8361,3.5499,3.5499,2.3472,2.1674,5.2063,5.4065,5.4065,31.2792,31.2792,68.7208,22.2139,22.2139,5.4065,5.4065,4.7063,4.7063,8.1768,8.1768,98.2406,98.2406,6.2146,6.2146,12.8953,12.8953,3.104,3.104,0.689,0.689,9962902.07,76371.04,41983813.43,68427528.18,4.7063,5.2808,1.1185,0.9257,0.7198,119.6587,83.5711,91.0455,166.1097,65.5855,108.1789,0.093,0.0594,0.0647,0.0735,0.1068,2.4229,2.0029,0.0735,-76.4706,-76.4706,24.8863,15.21,-44.5622,-44.4857,-30.0732,-70.2872,-99.7015,-40.68,12.3664,149.7046,125.6811,-73.8722,13.7206,18.0979,-41.24,13.7206,18.0979,3.5081,197,3.471,103.7165,3.8285,94.0341,,,0.8306,1.6177,0.9462,0.4341,118.9261,118.9261,7.9953,7.9953,454.4406,454.4406,3.3272,-76474122.92,41051810.41,610627775.9,-131842175.5,147.8817,118.9261,3.4711,0.9719,0.015,2.791,11.5,35.8301,64.1699,53.9487,48.7666,51.2334,25.1854,1.2605,0.0949,,47.6565,52.3435,80.8166,19.1834,46.0513,2.1715,66181410.73,0.2247,1.696,36.6378,36.6378,,,0.6557,0.6557,1.9934,1.9934,-12.588,0.2751,2.1795,35.8896,5.4065,112.588,58.7278,8.1768
226860,C300656,深圳市民德电子科技股份有限公司,2,300656,,,A,31/12/18,Q4,0.5938,0.5938,0.5938,0.5938,5.0846,3.0508,3.0508,3.0508,0.7128,0.7372,2.197,0.184,2.3811,1.6915,1.8755,-0.1365,-0.1365,0.2385,0.2385,1.3941,1.7525,12.1888,12.34,11.6779,8.5931,9.08,12.1888,12.4473,12.4473,10.293,8.8733,12.4759,19.9816,19.9816,37.0166,37.0166,62.9834,13.3655,13.3655,19.9816,19.9816,23.3629,23.3629,24.1636,24.1636,84.548,84.548,5.6883,5.6883,6.8689,6.8689,0.8083,0.8083,0.9863,0.9863,53439201.89,39322956.15,66346567.39,69607061.01,23.3629,30.5561,4.768,3.6938,1.975,33.2475,300.7744,589.5053,44.2408,443.0205,1055.1177,0.4545,-0.0808,-0.1583,-0.1283,-0.377,28.9609,0.1563,-0.1283,18.334,18.334,124.0926,29.79,36.0368,33.1989,33.1001,32.0794,9.2114,5.48,,-303.8098,-235.8209,21.0082,9.1496,38.0976,-27.23,9.1496,38.0976,9.7804,242,2.4683,145.8494,3.7293,96.5329,,,0.6234,37.9202,0.6263,0.5151,99.0813,99.0813,-4.4753,-4.4753,-28.9625,-28.9625,9.9488,21461482,-12287880.13,272050370.1,-756879006,-22.397,99.0813,-2.3053,0.5004,0.15,3.9585,-0.9102,25.2624,74.7376,24.6065,73.8324,26.1676,0.9843,0.0627,,,85.4968,14.5032,62.9309,37.0691,75.3935,1.3264,360766779.8,0.121,32.4855,66.2344,66.2344,,,23.1876,23.1876,-0.1442,-0.1442,14.3494,71.6734,1.2157,97.4029,19.9816,85.6506,96.5471,24.1636
227947,C300671,深圳市富满电子集团股份有限公司,2,300671,,,A,31/12/18,Q4,0.38,0.38,0.3819,0.3819,3.9114,3.5005,3.5005,3.5005,0.3999,0.424,1.5411,0.0969,1.638,1.2644,1.3613,0.0208,0.0208,-0.1438,-0.1438,0.3513,0.9694,10.272,10.27,9.7632,7.4686,7.86,10.272,7.6649,7.6649,6.7884,6.0925,9.4664,10.7279,10.7279,28.7695,28.7695,71.2305,7.6594,7.6594,10.7279,10.7279,11.4227,11.4227,12.1129,12.1129,91.4413,91.4413,2.6218,2.6218,3.5708,3.5708,1.4668,1.4668,3.3828,3.3828,54185088.21,41450303.45,60163589.42,91317659.65,11.4227,14.4604,2.0271,1.3277,1.2506,57.8094,172.9823,186.6732,60.235,179.1562,264.7406,0.2657,0.0092,0.0099,0.0095,0.0147,17.177,0.0292,0.0095,-19.1489,-19.1489,12.952,22.04,-0.034,-3.8014,-8.7529,-7.897,-22.6158,25.05,,115.9673,111.4098,-17.0212,10.9959,25.7916,-20.71,10.9959,25.7916,,332,1.9722,182.5465,2.3943,150.3634,,,0.8684,2.7169,0.9416,0.6328,108.7206,108.7206,0.594,0.594,6.9404,6.9404,2.5561,-20409161.33,2950356.13,540003019.8,14963899.8,5.537,108.7206,0.3759,0.4234,,,,,,36.6846,72.1981,27.8019,23.5765,0.1629,,,65.1171,34.8829,97.0879,2.9121,63.3154,1.5794,319940526,0.0169,2.7308,75.0252,75.0252,,,0.2985,0.2985,-0.1314,-0.1314,5.9596,77.7909,1.488,101.6907,10.7279,94.0404,94.1783,12.1129
231139,C300679,电连技术股份有限公司,2,300679,,,A,31/12/18,Q4,1.11,1.11,1.1105,1.1105,15.4976,6.2098,6.2098,6.2098,1.2443,1.1609,10.0104,0.3904,10.4008,4.0968,4.4872,1.5511,1.5511,-5.7639,-5.7639,-5.3643,-5.2909,7.432,7.43,7.1657,5.8308,6.05,7.432,6.9483,6.9483,6.6415,6.2779,6.9354,17.8689,17.8689,37.8619,37.8619,62.1381,9.6849,9.6849,17.8689,17.8689,20.0382,20.0382,18.6943,18.6943,83.9366,83.9366,3.944,3.944,7.6527,7.6527,-1.9118,-1.9118,1.1877,1.1877,239869865.3,195186199.7,250749539.5,277151802.4,20.0382,27.8721,7.9255,7.393,3.42,11.8069,846.9592,1149.5322,12.2024,1112.2769,,0.696,0.8477,1.1505,0.8704,,,0.0039,0.8704,-43.3673,-43.3673,-5.7455,13.86,-35.6983,-35.8428,-33.8632,-33.5793,-43.1616,2.01,,-37.7936,-65.4397,-38.3389,7.7193,12.2934,-40.15,7.7193,12.2934,6.8792,156,4.8441,74.3172,4.3765,82.2575,,,0.4509,4.0366,0.4156,0.3717,104.2217,104.2217,24.9775,24.9775,155.4932,155.4932,11.1599,-1244994817,335026928.1,1397940366,-4550752433,139.7819,104.2217,9.2836,4.491,0.12,9.2542,12.9254,10.8059,89.1941,10.3525,79.9071,20.0929,10.3307,1.8751,,,91.997,8.003,97.3895,2.6105,89.6475,1.1155,2665758537,0.003,8.5415,80.2426,80.2426,,,16.9693,16.9693,-0.0983,-0.0983,10.7382,81.4367,1.1181,100.0799,17.8689,89.2618,107.0837,18.6943
192492,C300686,深圳市智动力精密技术股份有限公司,2,300686,,,A,31/12/18,Q4,0.0322,0.0322,0.033,0.033,3.0036,3.1469,3.1469,3.1469,0.0113,0.0484,0.9652,0.138,1.1033,1.1276,1.2656,0.1431,0.1431,-0.8698,-0.8698,-0.1563,0.0608,1.1023,1.11,1.0991,0.1262,0.13,1.1023,1.0398,1.0398,0.7093,0.6176,3.8459,1.0491,1.0491,19.2246,19.2246,80.7754,13.4617,13.4617,1.0491,1.0491,0.3602,0.3602,1.5379,1.5379,100.7458,100.7458,2.9563,2.9563,8.9942,8.9942,1.5112,1.5112,2.2923,2.2923,6828786.63,784208.97,10010507.7,43926691.4,0.3602,0.3805,1.0591,0.7513,0.6777,77.9815,128.2356,145.7386,87.9441,129.2287,180.572,0.0742,0.0611,0.0694,0.0666,0.097,1.3041,1.5316,0.0666,-87.207,-87.207,14.5886,5.74,-94.3861,-94.4009,-83.7472,-83.7472,-98.1358,-47.67,-3.1559,125.17,36.2857,-83.8413,0.5803,34.901,-39.12,0.5803,34.901,0.7706,153,4.7639,75.5699,4.6458,77.491,,,1.3207,2.4549,1.0507,0.6761,89.4117,89.4117,4.5478,4.5478,,,5.5564,-179915212.6,29602846.47,582006339.9,10294339.57,433.5008,89.4117,3.0748,0.5376,0.01,3.3014,14.3114,30.2906,69.7094,43.8144,42.5516,57.4484,33.1114,2.1051,,,59.3063,40.6937,91.6961,8.3039,56.1856,1.7798,26268016.17,0.0648,1.324,-207.9884,-207.9884,,,0,0,-0.442,-0.442,-192.5691,11.4839,1.5541,100,1.0491,292.5691,23.3163,1.5379
231137,C300687,广州赛意信息科技股份有限公司,3,300687,,,A,31/12/18,Q4,0.79,0.79,0.7824,0.7824,5.9459,6.2672,6.2672,6.2672,0.8632,0.8569,3.0967,0.1893,3.286,1.7741,1.9634,0.4238,0.4238,-0.2123,-0.2123,0.7478,0.9784,13.9547,13.99,13.1591,11.5394,12.26,13.9547,12.1963,12.1963,11.7214,10.3692,13.7796,13.1412,13.1412,32.274,32.274,67.726,10.299,10.299,13.1412,13.1412,13.7728,13.7728,13.6736,13.6736,87.6288,87.6288,3.9813,3.9813,6.951,6.951,-0.6333,-0.6333,1.1106,1.1106,113546356.6,99570285.35,124360696,129704647.8,13.7728,18.3652,3.9522,3.9457,2.7491,28.4071,352.0244,885.314,34.4004,731.0736,,0.5163,0.2509,0.631,0.2531,,,0.003,0.2531,-5.9524,-5.9524,28.2977,30.58,12.3901,15.2325,18.3227,12.4098,5.1953,38.11,,91.6666,5.6594,-0.4072,12.8687,29.9928,-37.77,12.8687,29.9928,13.6357,158,393.2827,0.9154,2.2837,157.6458,,,1.0009,254.3091,1.1178,0.892,98.7836,98.7836,6.7624,6.7624,54.6628,54.6628,5.831,-30809435.05,61504152.52,898434026.6,-997911430.6,51.4597,98.7836,6.0318,1.3596,0.1,7.8243,4.2381,12.7808,87.2192,21.2658,83.3072,16.6928,0.3981,1.3423,,,89.851,10.149,99.1203,0.8797,78.7342,1.2701,717265566.6,0.0024,33.8313,86.3343,86.3343,,,6.1387,6.1387,3.8845,3.8845,8.2919,83.3092,1.2531,95.0028,13.1412,91.7081,104.7964,13.6736
231502,C300689,深圳市澄天伟业科技股份有限公司,3,300689,,,A,31/12/18,Q4,0.81,0.81,0.8061,0.8061,8.4107,5.2225,5.2225,5.2225,0.9567,0.9324,3.6358,0.2115,3.8473,3.5796,3.7911,0.6248,0.6248,-0.9897,-0.9897,-0.2274,-0.2082,9.9074,9.9,9.5848,7.8708,8.13,9.9074,10.0665,10.0665,8.7036,8.3381,9.6723,15.4361,15.4361,29.7992,29.7992,70.2008,9.2905,9.2905,15.4361,15.4361,18.3198,18.3198,17.8532,17.8532,84.6798,84.6798,1.5276,1.5276,8.6903,8.6903,-0.9274,-0.9274,0.8463,0.8463,54817900.03,45015243.49,63401621.79,89863116.63,18.3198,23.0064,5.2642,4.8954,2.5585,14.952,668.8065,879.9298,15.5623,845.4231,,1.0182,0.4968,0.6537,0.5445,,,0.0225,0.5445,-10.989,-10.989,20.5309,12.44,9.7456,4.4682,3.6158,3.6158,-7.8987,25.8,,-24.4824,-24.4863,-3.132,6.9665,9.1712,6.96,6.9665,9.1712,8.154,128,10.1016,35.6379,3.8699,93.0281,,,0.8968,1.8549,0.6418,0.5638,97.3483,97.3483,11.9636,11.9636,78.0904,78.0904,1.8878,-67302483.01,42486142.04,345710560.5,-644272823.4,77.5041,97.3483,6.7457,1.2383,0.165,4.8857,3.7866,20.4678,79.5322,13.0072,62.4743,37.5257,28.8344,1.7455,,,89.7952,10.2048,91.2394,8.7606,86.9928,1.1495,332709387.4,0.0131,2.978,83.7719,83.7719,,,12.0666,12.0666,-0.1735,-0.1735,15.5945,82.1178,1.1383,100,15.4361,84.4055,102.4357,17.8532
229624,C300691,中山联合光电科技股份有限公司,3,300691,,,A,31/12/18,Q4,0.53,0.53,0.5163,0.5163,6.0262,8.3435,8.3435,8.3435,0.5898,0.618,3.7911,0.2033,3.9944,1.6472,1.8506,0.6016,0.6016,0.8875,0.8875,1.3581,1.1422,8.9518,8.95,8.5676,6.3602,6.65,8.9518,6.5981,6.5981,5.5123,5.0887,8.4824,6.1881,6.1881,22.3437,22.3437,77.6563,6.7046,6.7046,6.1881,6.1881,7.0695,7.0695,7.407,7.407,94.6571,94.6571,1.2205,1.2205,5.5742,5.5742,-0.0901,-0.0901,1.6652,1.6652,72318120.94,53685234.49,86563079.37,114874555.5,7.0695,8.5435,1.8803,1.4624,1.1611,68.3665,146.2704,162.6834,70.8659,156.9458,265.6935,0.1991,0.146,0.1624,0.1502,0.2749,37.1101,0.0329,0.1502,-26.3889,-26.3889,25.0849,24.18,-9.2046,-8.3698,-11.7921,-11.7921,4.8235,17.55,,466.3438,245.9459,-19.3645,9.3901,18.1612,-33.18,9.3901,18.1612,3.895,173,4.4,81.82,3.9465,91.2224,,,1.1673,5.4755,1.4466,0.8908,106.2003,106.2003,7.2099,7.2099,134.9433,134.9433,3.498,124305568.3,84259996.6,1241131169,-318049769.9,116.513,106.2003,6.4225,1.2739,0.3,1.7111,1.9937,58.4408,41.5592,40.6058,74.2,25.8,15.9342,1.6367,0.0021,,61.9314,38.0686,97.1818,2.8182,59.3942,1.6837,493690297.4,0.0193,3.2305,74.1312,74.1312,-0.1574,-0.1574,16.0232,16.0232,1.9132,1.9132,14.1426,74.2348,1.624,100,6.1881,85.8574,97.3053,7.407
250022,C300711,广州广哈通信股份有限公司,3,300711,,,A,31/12/18,Q4,0.11,0.11,0.1083,0.1083,3.8797,1.392,1.392,1.392,0.0669,0.038,1.7743,0.1678,1.9421,0.9376,1.1054,0.0422,0.0422,-0.394,-0.394,-0.3176,-0.2486,2.8022,2.81,2.792,1.8383,1.86,2.8022,0.8589,0.8589,2.4475,2.4305,1.0163,7.782,7.782,48.1933,48.1933,51.8067,21.9594,21.9594,7.782,7.782,4.8038,4.8038,2.7308,2.7308,96.4033,96.4033,18.1074,18.1074,8.8627,8.8627,-5.0107,-5.0107,3.8013,3.8013,15619515.89,10284202.64,5481014.68,11249738.81,4.8038,10.2071,6.9812,5.6495,5.4983,14.8724,672.3852,1923.1635,15.4335,1853.2519,,0.1309,0.0731,0.2092,0.0756,,,0.0057,0.0756,-77.0833,-77.0833,-23.1644,-7.97,-84.3146,-76.4749,-71.7477,-71.7477,-75.3932,-30.58,,113.5889,113.5866,-71.9541,0.7354,1.4104,0.73,0.7354,1.4104,2.0855,658,0.9571,376.1362,1.2753,282.2865,,,0.3461,5.2716,0.3601,0.3145,98.8736,98.8736,3.0323,3.0323,84.3067,84.3067,8.9778,-56813064.16,6086226.34,198453088.4,1167401.17,38.9655,98.8736,0.9537,1.8658,0.028,3.8686,1.5074,25.849,74.151,12.9469,87.418,12.582,9.4151,1.4156,,,95.0572,4.9428,96.7175,3.2825,87.0531,1.1487,481311886.8,0.0049,9.2912,47.7693,47.7693,,,0,0,36.1996,36.1996,-3.3549,65.842,1.1449,100,7.782,103.3549,275.7247,2.7308
